"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,1.79045304674436,0.721,0.506,0,"1","Pld3"
0,1.53127602645914,0.291,0.079,0,"1","Csf2rb"
0,4.95283448399513,0.951,0.74,0,"1","Apoe"
0,1.64197886700541,0.978,0.767,0,"1","H2-K1"
0,1.56134421112612,0.791,0.584,0,"1","Cited2"
0,2.98480876862795,0.26,0.055,0,"1","Gas2l3"
0,1.91379415876807,0.951,0.746,0,"1","Grn"
0,2.95630023531079,0.936,0.733,0,"1","Selenop"
0,2.30356529331551,0.257,0.055,0,"1","Bst1"
0,1.54719272104374,0.836,0.634,0,"1","Id2"
0,2.12601006243228,0.26,0.06,0,"1","Clec7a"
0,1.76098992241455,0.265,0.067,0,"1","Adssl1"
0,3.10899382746201,0.251,0.059,0,"1","Lacc1"
0,1.08495746168693,0.796,0.615,0,"1","Pitpna"
0,1.5348042659762,0.963,0.784,0,"1","Cstb"
0,1.18999935527667,0.887,0.709,0,"1","Tuba1c"
0,1.33472148954993,0.947,0.786,0,"1","Arpc3"
0,1.11657452223554,0.858,0.705,0,"1","Slc3a2"
0,1.06383063689473,0.836,0.686,0,"1","Capza2"
0,1.85267211140326,0.958,0.811,0,"1","Serinc3"
0,1.61891340653353,0.95,0.803,0,"1","Ctsz"
0,0.972755020685754,0.942,0.795,0,"1","Sat1"
0,0.94322089849464,0.875,0.731,0,"1","Picalm"
0,1.45117682029539,0.987,0.863,0,"1","Npc2"
0,1.18690909382016,0.927,0.805,0,"1","Clta"
0,2.25232106952274,0.936,0.822,0,"1","Ctsd"
0,0.853138343493004,0.963,0.868,0,"1","Cebpb"
0,1.10500773441837,0.975,0.88,0,"1","Mcl1"
0,1.00317223062117,0.968,0.878,0,"1","Arpc2"
0,0.937142376046797,0.943,0.853,0,"1","Rap1b"
0,0.825745726020235,0.961,0.873,0,"1","Pfn1"
0,1.71667244803896,0.992,0.923,0,"1","Psap"
0,0.721497346396833,0.962,0.901,0,"1","Arpc1b"
0,1.34261353218029,0.98,0.922,0,"1","Lamp1"
0,1.33721224214979,0.989,0.945,0,"1","Gpx1"
0,1.81590735545861,1,0.96,0,"1","H2-D1"
0,2.42863153199179,0.999,0.965,0,"1","Ctsb"
0,0.617617778534295,0.996,0.971,0,"1","Cfl1"
0,0.810608590468131,0.995,0.972,0,"1","Gnai2"
0,0.609640430278994,0.997,0.981,0,"1","Calm1"
0,1.25640372572354,1,0.985,0,"1","B2m"
0,1.59075182399183,0.97,0.956,0,"1","Prdx1"
0,1.4547263878046,0.997,0.985,0,"1","Itm2b"
0,1.83772047838723,1,0.989,0,"1","Ftl1"
0,1.27579973278095,1,0.991,0,"1","Tmsb4x"
0,0.709948306790078,0.999,0.991,0,"1","H3f3b"
0,0.697434711665144,0.999,0.992,0,"1","Actb"
0,0.569023067264887,1,0.997,0,"1","Fau"
0,1.59499958265102,1,1,0,"1","Fth1"
8.69555536680594e-322,2.0336515638795,0.425,0.189,4.67081756527981e-317,"1","5031439G07Rik"
2.62842923587543e-321,1.72361756485444,0.41,0.166,1.41186076405049e-316,"1","Vps37b"
2.7947317322656e-319,1.81781666683999,0.401,0.158,1.50119014998646e-314,"1","Il6ra"
1.19669616341792e-318,0.769765408713899,0.909,0.797,6.42805344179934e-314,"1","Tmbim6"
1.47057651353355e-318,1.80231376593953,0.517,0.285,7.89920174244548e-314,"1","Gusb"
2.0427693133052e-315,1.88710583851724,0.405,0.167,1.09727353664189e-310,"1","Tnfaip8"
7.43874676984942e-315,0.795322579024551,0.903,0.802,3.99572282742461e-310,"1","Clic1"
1.19144319772891e-312,1.68374579294367,0.559,0.338,6.39983713660087e-308,"1","Camk1"
2.73105272252537e-311,1.03729919086823,0.804,0.666,1.4669849699045e-306,"1","Atp6v1f"
6.99256930079138e-310,1.84166309556663,0.406,0.168,3.75605859992009e-305,"1","Iqgap2"
1.09545389205628e-309,1.73151141580572,0.498,0.254,5.8842305811803e-305,"1","Ftl1-ps1"
1.91160890098187e-300,0.865209119010701,0.918,0.873,1.02682072116241e-295,"1","Akr1a1"
3.96799230757269e-300,0.782880373889526,0.903,0.793,2.13140706801267e-295,"1","Actr3"
1.61927455973648e-299,1.01294570880423,0.796,0.654,8.69793329762451e-295,"1","Arpc5"
1.50701532810364e-297,1.93542190872767,0.362,0.138,8.0949328349087e-293,"1","Slc16a10"
