"pseudotime_bin","mean_pseudotime","program","mean_UCell","scaled_score"
1,2.23469484892293,"YAP/TEAD",0.197796330283776,-0.736169243375089
1,2.23469484892293,"Integrin/FAK",0.148246186475243,-0.22992430834037
1,2.23469484892293,"RhoA/ROCK",0.175813348814011,-0.312246559743553
1,2.23469484892293,"Myofibroblast",0.218132863715949,-0.666795330579475
1,2.23469484892293,"ECM organization",0.101450697695783,0.162832892232541
1,2.23469484892293,"Fibroblast activation",0.0689369982528897,0.303288757251013
1,2.23469484892293,"Inflammation",0.0707406063180079,0.506400877078183
1,2.23469484892293,"TGF-beta",0.175348089510561,0.767964076670177
1,2.23469484892293,"TGF-beta/SMAD",0.179009082124096,-0.699791295668439
2,3.03067126128289,"YAP/TEAD",0.204555935456222,-0.59840715001686
2,3.03067126128289,"Integrin/FAK",0.113035320988661,-0.939188695706984
2,3.03067126128289,"RhoA/ROCK",0.148345451460716,-1.06804426037936
2,3.03067126128289,"Myofibroblast",0.192996457510485,-0.894174638961193
2,3.03067126128289,"ECM organization",0.106407566391391,0.396516240126852
2,3.03067126128289,"Fibroblast activation",0.0559879258505461,-0.825321889660016
2,3.03067126128289,"Inflammation",0.0490306893579702,-1.44785521295179
2,3.03067126128289,"TGF-beta",0.160441091979609,-0.144662356498629
2,3.03067126128289,"TGF-beta/SMAD",0.175998615289304,-0.859220582993938
3,3.31027674471344,"YAP/TEAD",0.241421374536511,0.152917806205859
3,3.31027674471344,"Integrin/FAK",0.0957564057245924,-1.28724373723387
3,3.31027674471344,"RhoA/ROCK",0.135915257597933,-1.4100694186619
3,3.31027674471344,"Myofibroblast",0.187264343010709,-0.946026292688867
3,3.31027674471344,"ECM organization",0.10890695751656,0.514345886561542
3,3.31027674471344,"Fibroblast activation",0.0678009813969831,0.204276204165397
3,3.31027674471344,"Inflammation",0.0477235215617844,-1.56552220500383
3,3.31027674471344,"TGF-beta",0.181295298811652,1.13206022685018
3,3.31027674471344,"TGF-beta/SMAD",0.181417368884935,-0.572252457665392
4,3.54456808580988,"YAP/TEAD",0.193729154633028,-0.819059089365892
4,3.54456808580988,"Integrin/FAK",0.0954391784720523,-1.29363375320819
4,3.54456808580988,"RhoA/ROCK",0.147518611563085,-1.09079531719983
4,3.54456808580988,"Myofibroblast",0.170823323425221,-1.09474873263837
4,3.54456808580988,"ECM organization",0.107733751854665,0.459037052764296
4,3.54456808580988,"Fibroblast activation",0.0587569194444748,-0.583982930834607
4,3.54456808580988,"Inflammation",0.0488927857734756,-1.46026884494917
4,3.54456808580988,"TGF-beta",0.169988696678267,0.439854841102678
4,3.54456808580988,"TGF-beta/SMAD",0.169941264682204,-1.18000773773355
5,3.85710927688626,"YAP/TEAD",0.2307593769215,-0.0643758186957285
5,3.85710927688626,"Integrin/FAK",0.100053475451142,-1.2006864065646
5,3.85710927688626,"RhoA/ROCK",0.1326472470013,-1.49999093186765
5,3.85710927688626,"Myofibroblast",0.196877926625677,-0.8590635830806
5,3.85710927688626,"ECM organization",0.111483566254661,0.635815829202295
5,3.85710927688626,"Fibroblast activation",0.0678140512899072,0.205415345244375
5,3.85710927688626,"Inflammation",0.051802834194822,-1.19831575410287
5,3.85710927688626,"TGF-beta",0.166370493394055,0.218343570916075
5,3.85710927688626,"TGF-beta/SMAD",0.17278178580858,-1.02957849082159
6,4.19944481089843,"YAP/TEAD",0.202653067879036,-0.637187968441763
6,4.19944481089843,"Integrin/FAK",0.119306450589589,-0.812867208488955
6,4.19944481089843,"RhoA/ROCK",0.152714722860437,-0.94782081426377
6,4.19944481089843,"Myofibroblast",0.206748035343459,-0.769780394562836
6,4.19944481089843,"ECM organization",0.108533434171551,0.496736748386132
6,4.19944481089843,"Fibroblast activation",0.0698874530243732,0.386128156180439
6,4.19944481089843,"Inflammation",0.0567953327877283,-0.748907274208062
6,4.19944481089843,"TGF-beta",0.155121610682733,-0.470328154201791
6,4.19944481089843,"TGF-beta/SMAD",0.170828602382968,-1.13301581753864
7,4.38899289834927,"YAP/TEAD",0.213670834187333,-0.412643707047637
7,4.38899289834927,"Integrin/FAK",0.109717577108881,-1.00601913420411
7,4.38899289834927,"RhoA/ROCK",0.146129387668332,-1.12902074857588
7,4.38899289834927,"Myofibroblast",0.223352945966855,-0.619575426421153
7,4.38899289834927,"ECM organization",0.109869086570251,0.559703863982265
7,4.38899289834927,"Fibroblast activation",0.0721655657561511,0.584683095411661
7,4.38899289834927,"Inflammation",0.0603897956826501,-0.425345419240207
7,4.38899289834927,"TGF-beta",0.158249706560394,-0.278821918454928
7,4.38899289834927,"TGF-beta/SMAD",0.167340163243258,-1.31775771852721
8,4.53929736498855,"YAP/TEAD",0.207095809498966,-0.546644013551308
8,4.53929736498855,"Integrin/FAK",0.0902701869828063,-1.39775449921258
8,4.53929736498855,"RhoA/ROCK",0.141011974358765,-1.26982982335969
8,4.53929736498855,"Myofibroblast",0.176987051590048,-1.03899278106297
8,4.53929736498855,"ECM organization",0.110551734064838,0.59188614714584
8,4.53929736498855,"Fibroblast activation",0.0596856417195845,-0.503037685094647
8,4.53929736498855,"Inflammation",0.0524205282542396,-1.14271294458434
8,4.53929736498855,"TGF-beta",0.16117332416071,-0.099834117793839
8,4.53929736498855,"TGF-beta/SMAD",0.162389410648226,-1.57994129378838
9,4.68056407215003,"YAP/TEAD",0.195928399075817,-0.774238051669792
9,4.68056407215003,"Integrin/FAK",0.100976153574245,-1.18210058867358
9,4.68056407215003,"RhoA/ROCK",0.144986478254826,-1.1604686710598
9,4.68056407215003,"Myofibroblast",0.197213852355552,-0.856024860699116
9,4.68056407215003,"ECM organization",0.109649477702897,0.549350768408841
9,4.68056407215003,"Fibroblast activation",0.0712935303422123,0.508678542956107
9,4.68056407215003,"Inflammation",0.051380816528847,-1.23630441133035
9,4.68056407215003,"TGF-beta",0.147195226611606,-0.955592045051597
9,4.68056407215003,"TGF-beta/SMAD",0.166548203235992,-1.35969859563289
10,4.82351122957675,"YAP/TEAD",0.181643499972051,-1.06536712707314
10,4.82351122957675,"Integrin/FAK",0.109693558474046,-1.00650294969931
10,4.82351122957675,"RhoA/ROCK",0.131873042770823,-1.52129368284603
10,4.82351122957675,"Myofibroblast",0.208150779754876,-0.757091426557733
10,4.82351122957675,"ECM organization",0.112336244716409,0.676013940117555
10,4.82351122957675,"Fibroblast activation",0.063062537309985,-0.208715420270246
10,4.82351122957675,"Inflammation",0.0456780327322398,-1.74965045430041
10,4.82351122957675,"TGF-beta",0.145179030182493,-1.07902630147031
10,4.82351122957675,"TGF-beta/SMAD",0.171306141152917,-1.10772616316234
